Date,fdate,beta_AR_1,beta_AR_2,beta_AR_3,beta_AR_4,beta_AR_5,beta_TR_1,beta_TR_2,beta_TR_3,beta_TR_4,beta_TR_5,beta_AR_Sig,beta_TR_Sig,beta_AR_130,beta_TR_130,beta_TR_BP,beta_TR_LO,beta_CAR_1,beta_CAR_2,beta_CAR_3,beta_CAR_4,beta_CAR_5,beta_CTR_1,beta_CTR_2,beta_CTR_3,beta_CTR_4,beta_CTR_5,beta_CAR_LS,beta_CTR_LS,beta_CAR_SW,beta_CTR_SW,beta_CTR_BP,beta_CTR_LO,beta_CXR_LO,beta_CTR_13,beta_CADD,beta_CTDD
2000-02-29,2000-01-31,-5.01%,-5.36%,-2.54%,-3.25%,-2.02%,22.45%,7.38%,8.75%,6.22%,16.98%,3.10%,-7.40%,-0.39%,13.77%,2.38%,15.99%,95,95,97,97,98,122,107,109,106,117,2.99%,-5.47%,3.10%,-7.40%,2.38%,15.99%,13.60%,13.77%,0.00%,-7.40%
2000-03-31,2000-02-29,15.29%,7.11%,3.40%,1.78%,7.82%,-1.40%,3.64%,1.45%,1.03%,0.05%,-8.77%,2.76%,4.09%,1.15%,6.85%,0.32%,110,101,101,98,106,121,111,110,107,117,-4.71%,-4.10%,-5.95%,-4.84%,9.40%,16.36%,6.18%,15.07%,-8.77%,-4.84%
2000-04-30,2000-03-31,0.56%,0.18%,-0.49%,-0.82%,-5.43%,-13.18%,-4.33%,-10.00%,-4.10%,-11.02%,-5.47%,3.06%,-6.32%,-9.51%,-5.37%,-10.43%,110,102,100,98,100,105,106,99,103,104,-10.42%,-2.03%,-11.09%,-1.93%,3.52%,4.22%,0.81%,4.13%,-13.76%,-1.93%
2000-05-31,2000-04-30,-0.51%,-0.43%,-0.15%,-0.07%,-1.01%,-12.72%,-3.99%,-4.97%,-1.70%,-5.29%,-0.44%,8.12%,-1.09%,-2.41%,-3.56%,-4.85%,110,101,100,98,99,91,102,94,101,99,-10.86%,5.24%,-11.49%,6.04%,-0.16%,-0.84%,-0.49%,1.61%,-14.14%,0.00%
2000-06-30,2000-05-31,-5.81%,-0.49%,0.76%,-0.08%,-2.19%,16.59%,4.70%,7.24%,3.36%,5.53%,3.41%,-12.63%,-1.31%,0.87%,4.53%,4.66%,103,101,101,98,97,107,107,101,105,104,-7.64%,-6.40%,-8.46%,-7.36%,4.37%,3.79%,-0.37%,2.50%,-11.21%,-12.63%
2000-07-31,2000-06-30,7.92%,1.10%,-0.79%,-1.51%,-1.42%,-5.64%,-0.02%,-2.57%,0.26%,-1.07%,-10.82%,5.01%,-4.91%,0.53%,-1.97%,-0.97%,111,102,100,96,95,101,107,99,105,103,-16.26%,-2.12%,-18.37%,-2.71%,2.31%,2.78%,0.63%,3.04%,-20.82%,-8.25%
2000-08-31,2000-07-31,3.12%,1.38%,1.43%,-0.16%,-0.38%,11.15%,6.61%,4.82%,3.66%,4.31%,-3.24%,-6.99%,-1.39%,1.98%,7.47%,4.08%,115,103,102,96,95,112,114,103,109,107,-19.20%,-8.82%,-21.01%,-9.51%,9.95%,6.97%,-2.78%,5.09%,-23.39%,-14.67%
2000-09-30,2000-08-31,3.56%,1.76%,1.21%,0.15%,1.62%,-9.37%,-2.25%,-3.82%,-1.38%,-1.68%,-2.30%,8.10%,0.81%,0.96%,-4.71%,-1.47%,119,105,103,96,97,101,112,99,107,106,-20.77%,-1.81%,-22.83%,-2.18%,4.77%,5.40%,0.37%,6.10%,-25.15%,-7.75%
2000-10-31,2000-09-30,-1.79%,-2.70%,-2.53%,-3.53%,-4.15%,-12.02%,-4.08%,-7.10%,-3.13%,-5.08%,-2.79%,7.89%,-4.75%,-2.23%,-2.05%,-4.60%,117,102,100,93,93,89,107,92,104,100,-22.64%,5.00%,-24.98%,5.54%,2.62%,0.55%,-2.19%,3.73%,-27.23%,-0.47%
2000-11-30,2000-10-31,0.24%,-2.41%,-1.26%,-2.29%,-2.79%,-24.91%,-9.96%,-10.30%,-5.79%,-8.52%,-2.74%,18.40%,-3.57%,-2.50%,-9.69%,-8.02%,117,100,99,91,90,67,96,83,98,92,-24.98%,22.21%,-27.03%,24.96%,-7.32%,-7.51%,-0.55%,1.14%,-29.23%,0.00%
2000-12-31,2000-11-30,-1.48%,0.04%,-0.05%,-1.79%,-7.68%,-7.12%,2.72%,1.63%,1.71%,-4.52%,-6.00%,4.19%,-8.10%,-1.58%,1.69%,-2.83%,115,100,99,89,83,62,99,84,99,88,-29.63%,25.38%,-31.41%,30.19%,-5.76%,-10.13%,-5.05%,-0.46%,-33.47%,0.00%
2001-01-31,2000-12-31,28.32%,9.65%,5.06%,2.09%,6.76%,43.36%,21.52%,20.63%,14.77%,23.63%,-26.40%,-22.07%,-2.14%,14.97%,3.74%,21.60%,148,109,104,91,89,89,120,102,114,108,-44.81%,0.64%,-49.51%,1.46%,-2.23%,9.27%,11.90%,14.45%,-51.03%,-22.07%
2001-02-28,2001-01-31,15.00%,6.95%,6.02%,6.14%,10.51%,-20.18%,-4.99%,-6.89%,-0.89%,-3.99%,-4.99%,18.35%,8.02%,2.27%,-9.48%,-3.23%,170,117,110,96,98,71,114,95,113,104,-47.28%,16.93%,-52.03%,20.08%,-11.50%,5.74%,18.89%,17.05%,-53.47%,-7.77%
2001-03-31,2001-02-28,3.60%,3.04%,1.07%,2.15%,2.66%,-14.59%,-4.32%,-6.70%,-2.11%,-5.65%,-0.48%,10.82%,2.36%,-1.69%,-6.73%,-4.94%,176,120,111,98,101,61,109,88,111,98,-47.78%,27.38%,-52.26%,33.07%,-17.45%,0.52%,21.01%,15.07%,-53.70%,0.00%
2001-04-30,2001-03-31,-3.41%,-3.47%,-2.65%,-2.17%,-4.29%,15.09%,5.83%,6.02%,4.78%,6.34%,-1.32%,-10.07%,-4.23%,2.97%,8.26%,5.99%,170,116,108,96,96,70,116,94,116,104,-48.24%,16.23%,-52.89%,19.67%,-10.63%,6.54%,18.26%,18.48%,-54.31%,-10.07%
2001-05-31,2001-04-30,6.32%,2.62%,2.95%,2.91%,4.46%,5.50%,5.62%,7.31%,6.88%,9.32%,-2.22%,4.35%,3.29%,10.09%,1.00%,8.79%,181,119,112,99,101,74,122,100,124,114,-49.20%,20.67%,-53.94%,24.88%,-9.74%,15.90%,27.47%,30.44%,-55.32%,-6.15%
2001-06-30,2001-05-31,-6.19%,0.03%,-0.19%,0.26%,-2.66%,0.07%,2.65%,1.34%,2.64%,2.06%,4.23%,2.52%,-1.30%,2.68%,-1.54%,1.93%,170,119,111,99,98,74,125,102,127,116,-47.41%,23.08%,-51.99%,28.02%,-11.12%,18.13%,31.88%,33.94%,-53.43%,-3.79%
2001-07-31,2001-06-30,4.75%,3.95%,2.61%,2.81%,3.55%,-9.40%,-1.10%,-2.11%,0.60%,-2.10%,-0.42%,9.18%,3.37%,1.26%,-1.79%,-1.50%,178,124,114,102,101,67,124,100,128,114,-48.04%,32.07%,-52.19%,39.78%,-12.72%,16.37%,32.28%,35.63%,-53.63%,0.00%
2001-08-31,2001-07-31,-1.81%,2.27%,2.81%,1.98%,2.77%,-10.00%,-2.99%,-2.88%,-1.34%,-1.55%,4.70%,9.42%,3.90%,1.36%,-5.97%,-1.47%,175,127,117,104,104,60,120,97,126,112,-45.66%,43.22%,-49.94%,52.95%,-17.93%,14.65%,38.23%,37.47%,-51.45%,0.00%
2001-09-30,2001-08-31,1.06%,1.82%,1.47%,3.72%,8.68%,-22.16%,-12.89%,-10.32%,-8.47%,-10.61%,8.54%,12.63%,11.04%,-5.86%,-8.92%,-9.65%,177,129,119,108,113,47,105,87,116,100,-41.52%,59.76%,-45.67%,72.28%,-25.25%,3.59%,37.21%,29.41%,-47.30%,0.00%
2001-10-31,2001-09-30,-4.06%,-2.51%,-0.52%,-0.38%,-2.22%,18.74%,6.11%,4.98%,5.21%,6.60%,2.53%,-11.58%,-0.71%,3.50%,2.68%,6.97%,169,126,119,108,111,56,111,91,122,107,-40.44%,40.37%,-44.29%,52.32%,-23.25%,10.81%,43.11%,33.94%,-45.97%,-11.58%
2001-11-30,2001-10-31,4.39%,-1.49%,-1.74%,-1.98%,-4.89%,14.85%,7.75%,6.11%,5.34%,5.96%,-9.74%,-9.62%,-7.11%,3.15%,7.75%,6.04%,177,124,116,106,105,64,120,97,128,113,-45.97%,27.89%,-49.72%,37.67%,-17.30%,17.50%,40.66%,38.16%,-51.23%,-20.09%
2001-12-31,2001-11-30,1.60%,1.92%,1.29%,1.20%,-0.20%,8.09%,6.28%,5.29%,5.81%,7.01%,-2.25%,-1.16%,-0.97%,6.38%,1.71%,6.73%,180,126,118,107,105,69,127,102,136,121,-46.94%,26.51%,-50.85%,36.07%,-15.88%,25.41%,47.72%,46.98%,-52.32%,-21.01%
2002-01-31,2001-12-31,3.58%,3.18%,1.38%,1.22%,4.76%,-1.63%,2.74%,1.18%,1.94%,5.98%,0.41%,7.07%,4.23%,7.49%,-1.25%,5.37%,186,131,120,108,110,68,131,103,138,128,-46.31%,36.13%,-50.64%,45.70%,-16.94%,32.15%,57.50%,57.99%,-52.13%,-15.43%
2002-02-28,2002-01-31,-1.72%,1.29%,2.23%,0.64%,-0.34%,-10.06%,-2.34%,-0.89%,-1.56%,-3.55%,1.53%,6.75%,0.24%,-1.28%,-2.10%,-3.30%,183,132,122,109,110,61,128,102,136,124,-45.57%,44.98%,-49.89%,55.54%,-18.68%,27.78%,55.61%,55.97%,-51.39%,-9.72%
2002-03-31,2002-02-28,1.68%,0.75%,1.52%,1.17%,-2.02%,11.35%,7.61%,7.43%,7.54%,7.86%,-3.91%,-3.47%,-3.32%,6.43%,4.42%,7.47%,186,133,124,110,107,68,138,110,146,134,-47.59%,39.92%,-51.85%,50.14%,-15.09%,37.33%,60.36%,66.00%,-53.30%,-12.85%
2002-04-30,2002-03-31,0.11%,1.74%,2.12%,2.89%,0.83%,-5.93%,0.56%,2.09%,3.03%,0.22%,0.93%,7.17%,1.20%,2.79%,-5.00%,0.64%,186,136,127,113,108,64,138,112,151,134,-47.21%,48.52%,-51.40%,60.91%,-19.33%,38.21%,69.41%,70.64%,-52.86%,-6.60%
2002-05-31,2002-04-30,-0.53%,1.11%,2.08%,2.39%,3.22%,-7.31%,-2.18%,-0.35%,-0.28%,-1.00%,3.25%,5.81%,3.85%,0.54%,-1.20%,-1.20%,185,137,129,116,112,59,135,111,150,133,-45.23%,57.89%,-49.82%,70.25%,-20.30%,36.55%,69.40%,71.56%,-51.33%,-1.18%
2002-06-30,2002-05-31,-4.89%,-0.68%,-0.31%,-1.16%,-2.82%,-11.94%,-5.61%,-3.97%,-3.80%,-7.80%,2.25%,4.75%,-2.06%,-6.00%,-6.92%,-7.43%,176,136,129,115,109,52,128,107,145,122,-44.10%,64.44%,-48.69%,78.34%,-25.82%,26.41%,68.54%,61.26%,-50.23%,0.00%
2002-07-31,2002-06-30,0.53%,-0.65%,-0.32%,1.74%,4.71%,-15.61%,-12.37%,-10.39%,-8.61%,-10.76%,4.93%,5.24%,6.32%,-8.57%,-7.99%,-10.14%,177,135,129,117,114,44,112,96,132,109,-41.76%,72.41%,-46.16%,87.69%,-31.75%,13.59%,64.92%,47.44%,-47.78%,0.00%
2002-08-31,2002-07-31,1.31%,0.20%,1.67%,1.41%,2.87%,-1.64%,-0.06%,1.26%,0.52%,1.44%,1.17%,2.68%,3.04%,2.24%,0.64%,1.44%,179,135,131,118,117,43,112,97,133,111,-40.85%,77.72%,-45.53%,92.71%,-31.31%,15.23%,66.25%,50.75%,-47.17%,0.00%
2002-09-30,2002-08-31,1.26%,0.54%,0.82%,1.76%,2.02%,-13.23%,-8.52%,-6.97%,-4.90%,-8.75%,1.10%,4.63%,2.39%,-7.06%,-10.13%,-8.45%,182,136,132,120,119,38,102,90,126,101,-40.40%,85.67%,-44.94%,101.6%,-38.27%,5.48%,69.03%,40.10%,-46.59%,0.00%
2002-10-31,2002-09-30,0.63%,-0.87%,-0.65%,-2.06%,-5.17%,10.54%,3.96%,2.74%,1.76%,3.00%,-6.18%,-8.54%,-7.17%,-0.30%,7.77%,2.26%,183,135,131,118,113,42,106,93,129,104,-43.85%,71.66%,-48.34%,84.43%,-33.47%,7.86%,59.71%,39.68%,-49.89%,-8.54%
2002-11-30,2002-10-31,2.58%,-0.41%,0.31%,-0.86%,2.43%,20.50%,10.80%,9.59%,8.38%,14.90%,-0.05%,-5.46%,2.57%,13.30%,6.03%,14.94%,188,134,131,117,116,50,118,102,139,119,-43.93%,62.04%,-48.37%,74.37%,-29.46%,23.98%,73.95%,58.26%,-49.92%,-13.53%
2002-12-31,2002-11-30,0.47%,2.03%,2.52%,2.77%,2.37%,-10.57%,-4.13%,-2.39%,-1.94%,-4.98%,1.44%,5.25%,2.94%,-2.95%,-5.58%,-4.52%,188,137,135,120,119,45,113,99,137,113,-42.86%,71.09%,-47.62%,83.52%,-33.40%,18.37%,75.80%,53.60%,-49.19%,-8.99%
2003-01-31,2002-12-31,1.62%,0.22%,-0.13%,2.18%,4.64%,-0.60%,-1.96%,-0.98%,0.84%,3.81%,2.63%,3.98%,4.93%,4.52%,-2.56%,3.32%,191,138,134,123,124,45,111,98,138,118,-41.14%,78.63%,-46.24%,90.82%,-35.11%,22.31%,86.14%,60.53%,-47.86%,-5.37%
2003-02-28,2003-01-31,-0.00%,-0.95%,0.11%,0.93%,0.41%,-3.32%,-3.78%,-2.28%,-0.84%,-2.15%,0.79%,1.50%,0.81%,-1.59%,-1.81%,-2.04%,191,136,135,124,125,43,107,96,137,115,-40.90%,80.71%,-45.82%,93.69%,-36.28%,19.81%,85.71%,57.98%,-47.45%,-3.94%
2003-03-31,2003-02-28,-0.73%,0.53%,1.04%,0.16%,-0.60%,0.86%,1.23%,1.93%,1.29%,1.78%,-0.58%,0.29%,-0.99%,1.49%,1.22%,1.41%,190,137,136,124,124,44,108,98,138,117,-40.82%,82.37%,-46.13%,94.25%,-35.50%,21.50%,86.06%,60.35%,-47.75%,-3.67%
2003-04-30,2003-03-31,-0.25%,0.30%,-0.41%,0.83%,-1.55%,14.75%,10.23%,7.53%,8.00%,9.50%,-0.98%,-5.03%,-1.42%,8.10%,8.22%,9.61%,190,137,135,125,122,50,119,105,150,128,-41.59%,72.81%,-46.66%,84.47%,-30.20%,33.18%,88.65%,73.34%,-48.27%,-8.52%
2003-05-31,2003-04-30,0.58%,2.20%,2.57%,1.71%,4.65%,17.43%,14.07%,11.96%,10.54%,16.63%,2.79%,-2.68%,4.41%,14.27%,6.23%,15.07%,191,140,139,127,128,59,136,118,165,150,-39.21%,71.42%,-45.18%,79.52%,-25.85%,53.26%,105.3%,98.08%,-46.82%,-10.97%
2003-06-30,2003-05-31,0.50%,1.48%,1.41%,1.97%,4.04%,4.76%,4.70%,4.37%,4.43%,8.26%,3.07%,2.53%,4.83%,8.66%,1.49%,7.90%,192,142,141,130,133,61,142,123,173,162,-37.06%,77.43%,-43.49%,84.06%,-24.75%,65.37%,118.5%,115.2%,-45.19%,-8.72%
2003-07-31,2003-06-30,0.53%,1.31%,1.24%,2.07%,0.52%,7.68%,6.75%,6.78%,6.96%,7.78%,0.07%,0.06%,0.70%,7.64%,2.46%,7.62%,193,144,143,132,134,66,152,131,185,175,-37.06%,77.61%,-43.45%,84.18%,-22.90%,77.97%,129.8%,131.7%,-45.15%,-8.66%
2003-08-31,2003-07-31,1.33%,-0.25%,0.14%,-0.18%,0.15%,6.89%,4.19%,4.01%,3.56%,5.77%,-1.48%,-1.80%,-0.51%,4.58%,2.35%,5.12%,195,144,143,132,134,71,158,137,191,185,-37.80%,75.62%,-44.29%,80.88%,-21.08%,87.08%,136.1%,142.3%,-45.96%,-10.30%
2003-09-30,2003-08-31,2.03%,1.27%,1.64%,2.09%,4.36%,2.39%,1.27%,1.92%,2.02%,4.38%,1.88%,1.36%,4.54%,4.31%,-1.08%,3.90%,199,146,145,135,140,72,160,139,195,193,-36.36%,79.11%,-43.24%,83.33%,-21.93%,94.38%,147.9%,152.7%,-44.95%,-9.08%
2003-10-31,2003-09-30,3.99%,1.27%,1.23%,0.11%,-0.59%,11.02%,7.77%,7.12%,6.56%,8.84%,-5.49%,-2.93%,-2.67%,7.12%,6.06%,8.00%,207,148,147,135,139,80,172,149,208,210,-39.27%,75.20%,-46.36%,77.95%,-17.21%,109.9%,152.7%,170.7%,-47.97%,-11.75%
2003-11-30,2003-10-31,0.46%,0.82%,1.35%,1.24%,0.73%,3.20%,3.76%,4.37%,4.09%,4.03%,0.35%,1.54%,0.83%,4.75%,1.47%,4.29%,208,149,149,137,140,83,179,156,216,219,-39.11%,76.66%,-46.17%,80.69%,-15.99%,118.9%,159.8%,183.6%,-47.79%,-10.39%
2003-12-31,2003-11-30,-6.32%,-0.27%,1.41%,1.04%,1.84%,1.87%,3.76%,4.23%,3.63%,4.43%,7.71%,2.39%,3.79%,4.88%,4.39%,4.17%,195,148,151,138,142,84,186,162,224,228,-34.15%,81.19%,-42.02%,85.01%,-12.30%,128.0%,159.3%,197.4%,-43.76%,-8.25%
2004-01-31,2003-12-31,5.55%,1.63%,0.72%,2.15%,5.10%,9.10%,6.12%,4.65%,5.74%,9.85%,-0.95%,0.29%,4.64%,9.78%,2.25%,9.69%,206,151,152,141,150,92,197,170,237,251,-34.44%,82.54%,-42.57%,85.55%,-10.33%,150.2%,178.6%,226.5%,-44.29%,-7.98%
2004-02-29,2004-01-31,-2.11%,0.65%,1.15%,1.33%,0.34%,-0.66%,1.57%,1.82%,1.91%,1.28%,2.26%,1.36%,1.02%,1.33%,1.48%,0.92%,201,152,154,143,150,92,200,173,242,254,-32.84%,86.09%,-41.27%,88.07%,-9.00%,152.5%,177.0%,230.8%,-43.03%,-6.73%
2004-03-31,2004-02-29,-1.34%,-0.28%,0.44%,0.48%,0.37%,-0.67%,0.04%,0.63%,0.81%,1.54%,2.25%,3.05%,1.33%,2.84%,-1.09%,1.93%,199,151,155,144,151,91,200,174,244,258,-31.69%,90.20%,-39.95%,93.80%,-9.99%,157.3%,185.4%,240.2%,-41.75%,-3.89%
2004-04-30,2004-03-31,-7.68%,-0.37%,0.68%,1.27%,4.01%,-8.09%,-3.72%,-2.58%,-2.07%,-0.44%,11.01%,7.13%,6.53%,1.26%,-2.03%,-0.87%,183,151,156,145,157,84,193,170,239,257,-23.71%,104.7%,-33.34%,107.6%,-11.82%,155.1%,188.7%,244.5%,-35.34%,0.00%
2004-05-31,2004-04-30,0.92%,-0.48%,-0.30%,-0.53%,-2.19%,0.77%,0.07%,0.35%,0.29%,-0.94%,-3.08%,-1.60%,-3.10%,-1.32%,1.34%,-0.84%,185,150,155,145,153,84,193,170,239,254,-26.08%,101.2%,-35.39%,104.3%,-10.65%,152.9%,182.4%,240.0%,-37.34%,-1.60%
2004-06-30,2004-05-31,-0.13%,-0.31%,0.03%,-1.04%,-3.06%,3.62%,3.23%,3.05%,2.26%,1.23%,-2.66%,-1.88%,-3.60%,0.96%,1.96%,1.53%,185,150,155,143,149,87,199,175,245,257,-28.25%,96.44%,-37.11%,100.5%,-8.89%,156.8%,181.1%,243.3%,-39.00%,-3.45%
2004-07-31,2004-06-30,-7.25%,-1.70%,-0.76%,0.21%,1.81%,-11.38%,-6.05%,-4.38%,-3.83%,-5.02%,8.93%,6.14%,4.46%,-3.13%,-3.87%,-4.97%,171,147,154,144,151,77,187,168,235,244,-21.75%,108.9%,-31.50%,112.8%,-12.42%,144.0%,178.0%,232.5%,-33.55%,0.00%
2004-08-31,2004-07-31,-2.64%,-0.07%,0.66%,0.32%,-1.13%,-2.92%,-0.35%,-0.01%,-0.11%,-2.31%,1.88%,0.83%,-0.08%,-1.64%,0.29%,-1.89%,167,147,155,144,150,75,186,168,235,239,-20.57%,110.2%,-30.21%,114.5%,-12.16%,139.4%,172.0%,227.0%,-32.30%,0.00%
2004-09-30,2004-08-31,2.80%,1.12%,0.67%,-0.14%,-1.52%,5.41%,4.29%,3.79%,3.20%,3.33%,-4.81%,-2.13%,-3.14%,2.64%,1.66%,3.28%,172,149,156,144,147,79,194,174,243,247,-24.00%,105.8%,-33.56%,110.0%,-10.70%,147.3%,176.4%,235.7%,-35.56%,-2.13%
2004-10-31,2004-09-30,-0.27%,0.04%,0.60%,0.60%,-0.05%,1.95%,1.72%,1.49%,2.03%,1.91%,0.22%,0.07%,-0.04%,1.89%,1.55%,1.87%,171,149,157,145,147,81,198,177,247,251,-23.83%,105.7%,-33.41%,110.1%,-9.32%,151.9%,177.3%,242.0%,-35.41%,-2.06%
2004-11-30,2004-10-31,1.90%,1.50%,0.31%,0.37%,-1.09%,10.88%,9.33%,6.73%,7.52%,8.25%,-3.28%,-2.17%,-2.08%,7.92%,4.65%,8.57%,174,151,157,145,146,89,216,188,266,272,-26.11%,100.3%,-35.60%,105.6%,-5.10%,173.4%,188.1%,269.1%,-37.53%,-4.18%
2004-12-31,2004-11-30,1.82%,1.14%,1.36%,1.94%,3.34%,7.33%,4.51%,5.15%,5.23%,8.21%,1.28%,1.49%,3.45%,9.01%,3.62%,8.56%,178,153,160,148,151,96,226,198,280,295,-24.99%,102.1%,-34.77%,108.6%,-1.67%,196.8%,202.3%,302.3%,-36.73%,-2.75%
2005-01-31,2004-12-31,-1.74%,-0.28%,0.24%,0.76%,2.16%,-7.16%,-3.51%,-2.87%,-1.96%,-2.21%,3.59%,4.31%,2.94%,-1.38%,-2.69%,-2.68%,174,152,160,149,154,89,218,193,274,288,-22.06%,112.1%,-32.43%,117.6%,-4.31%,188.9%,202.4%,296.8%,-34.46%,0.00%
